마가, 64, 175
파아, 70, 163
마자, 77, 164
타사, 71, 179
파차, 51, 180
아라, 63, 162
바사, 81, 147
사차, 70, 166
하바, 69, 166
카타, 70, 196
차차, 40, 148
라타, 93, 178
카하, 75, 162
아하, 44, 188
아자, 48, 140
자아, 73, 154
파마, 72, 149
카아, 54, 195
다차, 43, 142
파자, 87, 166
다타, 63, 164
아자, 83, 163
사라, 68, 158
타아, 72, 184
가파, 60, 152
자아, 84, 178
카타, 52, 155
마차, 71, 192
마사, 79, 192
가사, 46, 173
자타, 67, 165
하다, 77, 184
차차, 45, 192
나마, 96, 170
마사, 60, 171
하사, 84, 161
다나, 85, 188
카마, 75, 189
하마, 40, 190
마자, 85, 144
카사, 71, 169
사마, 43, 164
다하, 76, 189
나바, 95, 193
마아, 79, 163
가카, 44, 162
타자, 93, 191
아자, 53, 155
바사, 51, 179
가아, 73, 173
카카, 78, 165
차차, 46, 144
가타, 79, 165
바가, 43, 150
나라, 43, 182
바마, 67, 148
나카, 87, 162
다아, 86, 159
마카, 67, 142
바하, 90, 167
마사, 97, 191
자라, 47, 163
마차, 81, 170
타하, 64, 174
차카, 65, 146
다아, 88, 174
카아, 87, 198
하다, 68, 172
차라, 50, 172
차다, 42, 190
나마, 72, 175
타파, 46, 174
카아, 83, 174
라나, 83, 157
가마, 75, 181
사라, 90, 162
아라, 51, 174
자마, 71, 174
차마, 74, 169
바나, 63, 151
타타, 94, 180
나아, 41, 170
자다, 58, 153
하차, 99, 172
사타, 40, 176
다자, 98, 187
차라, 89, 155
사아, 51, 151
타나, 90, 180
차차, 53, 193
하바, 93, 158
자가, 47, 191
나카, 94, 148
하라, 43, 162
아사, 51, 153
마아, 79, 169
나차, 40, 151
마나, 57, 172
라아, 60, 161
가아, 73, 195
나카, 92, 181
하다, 75, 151
나타, 54, 190
마자, 54, 180
사파, 45, 145
사하, 93, 180
다차, 57, 176
아카, 54, 141
카마, 92, 140
타마, 40, 172
라타, 90, 145
가하, 72, 188
사가, 55, 185
자바, 90, 162
파다, 73, 199
가다, 55, 163
나카, 67, 167
라파, 92, 177
타카, 44, 179
자카, 84, 155
다파, 51, 162
마나, 57, 187
자라, 93, 193
마나, 58, 140
다나, 91, 181
아가, 60, 187
사하, 80, 147
마타, 84, 183
카라, 70, 154
가가, 97, 184
카아, 49, 192
라타, 68, 153
사라, 57, 166
타타, 41, 157
파사, 56, 157
하아, 49, 176
마차, 68, 193
타하, 79, 184
라라, 85, 160
라가, 89, 161
차사, 82, 150
사다, 45, 197
자카, 92, 144
하카, 67, 176
파하, 46, 147
카아, 48, 185
라가, 90, 172
카나, 54, 155
나가, 71, 158
사다, 64, 141
가바, 41, 176
마타, 59, 191
자바, 72, 163
가라, 95, 186
타라, 88, 155
바가, 71, 173
사아, 68, 150
바차, 95, 143
나타, 80, 146
가나, 90, 191
바카, 53, 146
자타, 94, 167
마사, 78, 160
사마, 95, 165
아사, 88, 189
타카, 46, 172
타라, 56, 168
다나, 46, 143
차라, 58, 147
사가, 73, 140
나카, 63, 162
나나, 98, 161
카다, 58, 172
아차, 50, 176
하파, 91, 154
카마, 85, 193
라타, 91, 165
사나, 65, 146
자파, 47, 171
하타, 68, 158
사바, 40, 184
타카, 78, 196
차파, 43, 162
가타, 51, 187
바타, 84, 167
카사, 59, 172
나파, 88, 184
타라, 80, 192
사차, 41, 166
파파, 95, 160
다타, 84, 159
가자, 45, 168
나다, 67, 154
카라, 93, 165
가아, 63, 196
사라, 55, 188
하차, 73, 193
가하, 77, 186
가아, 88, 173
사다, 78, 166
카타, 86, 165
카자, 83, 149
나카, 99, 169
타사, 94, 162
나아, 44, 185
나바, 46, 164
자카, 81, 173
다다, 98, 175
자아, 74, 162
다아, 98, 161
마아, 51, 172
차라, 66, 145
다파, 62, 185
아자, 88, 198
바마, 97, 188
바하, 97, 143
가타, 56, 162
아마, 61, 193
바라, 97, 163
가나, 49, 178
타바, 41, 180
카아, 41, 157
타바, 57, 180
아마, 64, 182
차마, 48, 152
하자, 81, 182
아다, 88, 183
차하, 80, 165
가라, 81, 173
하카, 59, 173
가다, 88, 152
타바, 91, 156
파나, 96, 142
나바, 52, 157
타자, 53, 180
파자, 76, 162
타차, 55, 193
파마, 66, 148
자차, 70, 147
바카, 47, 155
자카, 65, 191
카바, 70, 147
바다, 86, 153
아타, 47, 141
카나, 90, 187
라나, 84, 183
카타, 51, 192
아마, 99, 199
카마, 84, 169
라자, 46, 140
다파, 41, 180
카사, 61, 146
라사, 85, 147
아타, 67, 169
자아, 96, 173
아하, 48, 191
차마, 93, 159
타하, 64, 184
아마, 52, 189
바타, 56, 156
파라, 88, 192
자라, 62, 162
라가, 66, 184
카사, 82, 180
사자, 67, 153
사나, 99, 162
카라, 83, 142
하가, 50, 188
사가, 54, 175
자타, 69, 149
하가, 90, 150
나카, 82, 167
다자, 71, 178
하가, 62, 184
다라, 66, 152
아파, 43, 199
타라, 49, 149
자카, 43, 177
다하, 74, 160
라마, 64, 150
하바, 47, 186
자카, 46, 159
바카, 48, 158
가자, 88, 184
바라, 41, 174
자마, 73, 165
바가, 87, 189
하나, 54, 178
파파, 78, 176
다차, 64, 156
자마, 69, 182
라하, 78, 150
카카, 82, 148
사사, 49, 144
바하, 66, 198
나하, 54, 181
차다, 83, 183
아타, 86, 159
자아, 54, 144
아마, 68, 143
타다, 58, 195
아바, 76, 163
라하, 91, 178
카자, 97, 179
바라, 99, 153
차하, 68, 197
자아, 54, 154
타자, 87, 160
카라, 87, 166
사나, 83, 165
가나, 46, 162
바바, 67, 184
자파, 69, 170
카마, 69, 142
파라, 99, 140
타가, 68, 176
라하, 65, 191
마차, 54, 159
파차, 71, 153
자타, 71, 153
차가, 76, 181
바카, 61, 184
라카, 43, 152
하사, 42, 150
아사, 95, 159
타카, 66, 173
바카, 93, 199
바하, 48, 189
하라, 89, 158
바자, 68, 172
마마, 87, 151
파마, 90, 178
차차, 85, 151
나마, 64, 162
타사, 94, 191
아마, 60, 174
사자, 86, 145
바자, 94, 187
가자, 75, 145
가라, 55, 141
타아, 62, 151
하아, 71, 196
나하, 54, 146
나사, 50, 145
다사, 86, 142
마차, 95, 144
자가, 49, 179
타하, 81, 191
사바, 49, 185
카사, 72, 169
차카, 40, 147
사파, 54, 175
파카, 51, 193
차라, 87, 159
차사, 80, 146
하다, 79, 199
카사, 63, 140
하사, 67, 157
사사, 48, 140
타카, 89, 197
사가, 95, 151
차차, 95, 151
사사, 75, 164
아타, 98, 158
바바, 87, 155
가바, 81, 164
하마, 76, 172
파마, 63, 188
아가, 74, 189
마가, 72, 160
다자, 86, 169
차나, 73, 161
마가, 87, 175
나차, 86, 189
차자, 94, 163
바라, 76, 192
가마, 61, 193
나마, 75, 190
차라, 88, 154
타타, 96, 170
나나, 83, 175
가파, 63, 185
아파, 85, 174
라사, 91, 157
타파, 90, 175
나나, 72, 194
아아, 77, 175
다마, 73, 163
나다, 64, 160
가자, 84, 166
카자, 44, 175
마타, 92, 145
마바, 62, 192
라파, 71, 192
다파, 77, 162
아차, 77, 195
사마, 74, 166
아사, 88, 144
차가, 70, 161
차자, 99, 162
라마, 50, 156
자마, 83, 145
차마, 59, 162
파아, 58, 151
타사, 47, 194
아타, 76, 187
마아, 64, 179
사아, 94, 162
타마, 60, 146
카마, 59, 193
파아, 70, 154
파사, 62, 180
타바, 50, 175
다하, 64, 154
가사, 52, 198
카파, 96, 150
아타, 98, 192
사마, 58, 193
마파, 83, 142
카다, 89, 170
가파, 40, 184
파다, 44, 153
마파, 80, 158
차아, 73, 197
가라, 95, 168
아차, 96, 199
마나, 79, 186
카타, 41, 162
라바, 44, 187
바카, 76, 180
바자, 95, 176
마라, 74, 187
다사, 98, 144
하나, 57, 156
마차, 47, 153
아마, 64, 169
마카, 68, 199
나하, 61, 147
마바, 96, 160
다다, 52, 157
타나, 65, 183
다라, 48, 189
아타, 96, 173
자자, 56, 154
사차, 80, 181
하파, 41, 192
타파, 59, 180
나파, 94, 180
파마, 62, 177
하타, 97, 148
가카, 44, 192
마하, 45, 164
가하, 88, 164
자다, 73, 149
하카, 53, 199
나바, 49, 184
아타, 91, 152
라사, 46, 154
카마, 91, 196
타가, 45, 188
차자, 71, 150
라파, 67, 181
가카, 80, 191
사마, 59, 164
나아, 91, 146
가파, 61, 180
사타, 85, 160
아사, 97, 184
하타, 67, 179
라하, 99, 150
바차, 52, 180
하차, 93, 191
라다, 78, 189
자하, 74, 163
사아, 78, 194
파나, 41, 194
마타, 88, 173
자차, 89, 159
아나, 92, 183
타나, 59, 189
차타, 61, 150
가바, 43, 171
나다, 62, 148
다바, 65, 170
바하, 78, 164
사카, 95, 177
하마, 51, 146
다아, 78, 165
다자, 86, 191
나가, 71, 187
다가, 56, 176
라다, 97, 157
차다, 49, 157
다가, 74, 144
차라, 80, 175
파카, 81, 148
파라, 98, 181
마카, 66, 150
라사, 49, 147
카아, 44, 183
타파, 78, 154
차파, 71, 140
아가, 77, 168
카사, 48, 179
카바, 54, 173
하타, 68, 199
가자, 73, 142
차다, 89, 172
자다, 57, 190
마바, 53, 148
아차, 91, 191
다파, 41, 191
라파, 53, 173
파차, 51, 157
타나, 52, 152
자하, 81, 193
타가, 61, 196
아카, 47, 192
가다, 96, 191
사파, 86, 146
다차, 65, 177
타차, 69, 145
사차, 85, 186
아아, 82, 174
마가, 47, 167
하다, 57, 198
차카, 77, 165
하나, 89, 172
다카, 98, 154
가나, 79, 186
하파, 87, 163
라차, 53, 167
가하, 64, 176
파가, 62, 175
아라, 72, 179
아가, 40, 146
나타, 56, 171
사다, 72, 149
마다, 45, 169
가마, 40, 154
타자, 51, 172
라카, 78, 193
타가, 68, 144
다아, 95, 158
가라, 99, 154
차카, 68, 194
바가, 85, 141
파가, 68, 146
마다, 41, 140
라자, 97, 144
자카, 96, 149
아바, 53, 197
나아, 96, 149
아가, 72, 179
차사, 42, 159
가바, 86, 151
아하, 69, 184
파하, 70, 155
가차, 44, 192
자마, 93, 180
타나, 97, 196
바자, 49, 194
카아, 90, 190
가카, 56, 180
마사, 88, 141
파다, 59, 155
아바, 64, 147
하다, 75, 191
나나, 49, 176
나바, 76, 150
나가, 95, 150
마아, 95, 196
차사, 59, 181
다아, 91, 190
하마, 99, 171
바하, 84, 142
가카, 54, 164
다마, 61, 199
아바, 97, 152
타타, 81, 189
파하, 66, 176
마아, 42, 188
사자, 74, 173
아라, 84, 196
아가, 95, 159
라차, 47, 168
카자, 61, 150
자파, 46, 159
사사, 60, 182
자자, 79, 171
마가, 60, 190
라타, 61, 183
카카, 66, 189
파사, 88, 155
파나, 72, 149
마아, 73, 170
라사, 49, 157
카하, 62, 144
하마, 99, 168
마아, 71, 152
나차, 75, 156
라바, 78, 174
자아, 73, 154
마카, 46, 190
마자, 76, 181
바다, 98, 194
하아, 73, 189
바하, 51, 151
나다, 41, 186
타다, 74, 150
나사, 64, 150
자차, 83, 177
가바, 41, 158
바타, 62, 179
가라, 80, 178
파나, 67, 193
가하, 58, 167
나차, 63, 186
아다, 40, 147
카타, 88, 152
마마, 76, 168
마라, 84, 198
나하, 82, 161
바사, 80, 174
사아, 62, 168
차나, 54, 171
다타, 50, 193
사카, 79, 195
다가, 64, 159
카아, 74, 190
하사, 89, 195
사차, 91, 149
가라, 60, 199
사나, 59, 153
자아, 85, 152
바파, 67, 158
라다, 57, 183
나다, 41, 148
마자, 63, 157
마나, 68, 189
차타, 85, 186
차다, 44, 153
파타, 86, 171
라마, 43, 186
자아, 83, 188
가아, 94, 194
다다, 67, 148
차바, 80, 193
사아, 41, 185
나라, 43, 182
나타, 76, 157
바타, 48, 159
사카, 51, 140
아아, 74, 177
파가, 98, 199
아타, 71, 197
파라, 59, 152
마사, 94, 168
나차, 86, 161
라라, 86, 183
아타, 71, 150
하차, 93, 181
하차, 58, 170
바사, 73, 168
카가, 51, 149
자아, 48, 146
카라, 72, 182
가사, 93, 177
바가, 50, 146
라나, 81, 177
사가, 42, 158
바카, 57, 143
차바, 99, 171
카자, 70, 150
카마, 63, 179
하나, 57, 151
아나, 67, 157
타아, 85, 180
마마, 83, 148
파카, 46, 184
가바, 95, 158
바다, 59, 169
사타, 43, 198
차나, 57, 145
나파, 46, 196
사사, 77, 174
다마, 65, 179
아라, 72, 157
차마, 71, 146
라다, 51, 178
자타, 46, 165
사카, 58, 154
타바, 48, 177
다파, 58, 147
사가, 67, 188
사자, 93, 196
마하, 76, 161
사차, 59, 191
타마, 85, 173
타라, 62, 165
하파, 89, 169
다자, 82, 146
자카, 64, 151
라카, 64, 166
사차, 60, 187
다자, 86, 175
나하, 90, 181
다마, 84, 192
나파, 41, 173
카카, 99, 146
나바, 77, 169
카하, 98, 194
카다, 84, 196
하가, 84, 199
자파, 78, 199
마차, 80, 161
라하, 78, 184
바차, 66, 147
차아, 66, 177
바아, 89, 146
라자, 96, 178
아하, 63, 197
파아, 78, 146
나파, 55, 164
바바, 41, 148
사아, 75, 145
다타, 47, 171
다나, 93, 195
사하, 85, 174
사자, 86, 196
사나, 42, 161
가나, 55, 171
다타, 93, 157
차차, 98, 159
마아, 68, 194
마다, 76, 196
아차, 99, 162
차사, 66, 191
다카, 94, 195
타가, 90, 189
바자, 93, 185
파가, 50, 199
사마, 82, 170
아다, 46, 182
파하, 87, 197
카카, 64, 160
바타, 54, 184
카카, 48, 184
나가, 74, 183
사가, 87, 191
바나, 70, 194
바하, 62, 160
아바, 67, 172
아자, 64, 145
마아, 43, 176
하타, 84, 154
사아, 53, 183
하사, 66, 177
라카, 42, 194
하아, 60, 196
사사, 78, 192
다나, 76, 176
다차, 91, 157
파마, 54, 186
다바, 58, 146
바사, 96, 189
마라, 93, 179
다라, 64, 148
파다, 47, 158
자차, 96, 142
사카, 79, 176
바다, 79, 199
가자, 61, 175
사파, 72, 191
가사, 45, 179
마아, 97, 196
아다, 89, 161
자나, 96, 144
자파, 42, 197
자파, 86, 170
가마, 59, 175
자자, 46, 176
차마, 92, 179
파카, 62, 146
바가, 88, 168
다파, 83, 142
하바, 69, 186
바마, 59, 158
차바, 99, 194
라라, 40, 166
사사, 48, 171
가하, 88, 162
마타, 74, 189
다자, 44, 162
아사, 63, 181
하가, 72, 154
바바, 52, 161
사가, 66, 144
나아, 97, 172
자파, 57, 174
사파, 46, 185
차사, 42, 151
마바, 98, 175
아사, 69, 162
차바, 62, 193
마파, 75, 164
